scenario_id,task_id,time_range,moving_object,sweep_region,checked_against,collision_risk,status,notes
manual_review_limited_capacity,TASK-7B1-030,segment_duration_s=0.442,gripper_tcp_and_tube_proxy,"x[0.0,0.0] y[20.0,20.0] z[155.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
manual_review_limited_capacity,TASK-7B1-030,segment_duration_s=0.716,gripper_tcp_and_tube_proxy,"x[0.0,180.0] y[20.0,35.0] z[190.0,190.0]",rack/tube/enclosure/control_box conservative envelope,low,PASS,XY sweep occurs at safe_z in conservative proxy.
manual_review_limited_capacity,TASK-7B1-030,segment_duration_s=0.608,gripper_tcp_and_tube_proxy,"x[180.0,180.0] y[35.0,35.0] z[135.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
manual_review_limited_capacity,TASK-7B1-030,segment_duration_s=0.5,gripper_tcp_and_tube_proxy,"x[180.0,180.0] y[35.0,35.0] z[135.0,135.0]",rack/tube/enclosure/control_box conservative envelope,low,WARNING,Dwell/gripper state change has no broad sweep but target clearance is approximate.
manual_review_limited_capacity,TASK-7B1-030,segment_duration_s=0.608,gripper_tcp_and_tube_proxy,"x[180.0,180.0] y[35.0,35.0] z[135.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
manual_review_limited_capacity,TASK-7B1-031,segment_duration_s=0.59,gripper_tcp_and_tube_proxy,"x[0.0,65.0] y[-120.0,0.0] z[190.0,190.0]",rack/tube/enclosure/control_box conservative envelope,low,PASS,XY sweep occurs at safe_z in conservative proxy.
manual_review_limited_capacity,TASK-7B1-031,segment_duration_s=0.525,gripper_tcp_and_tube_proxy,"x[65.0,65.0] y[-120.0,-120.0] z[145.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
manual_review_limited_capacity,TASK-7B1-031,segment_duration_s=0.6,gripper_tcp_and_tube_proxy,"x[65.0,65.0] y[-120.0,-120.0] z[145.0,145.0]",rack/tube/enclosure/control_box conservative envelope,low,WARNING,Dwell/gripper state change has no broad sweep but target clearance is approximate.
manual_review_limited_capacity,TASK-7B1-031,segment_duration_s=0.525,gripper_tcp_and_tube_proxy,"x[65.0,65.0] y[-120.0,-120.0] z[145.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
manual_review_limited_capacity,TASK-7B1-031,segment_duration_s=0.641,gripper_tcp_and_tube_proxy,"x[0.0,65.0] y[-120.0,20.0] z[190.0,190.0]",rack/tube/enclosure/control_box conservative envelope,low,PASS,XY sweep occurs at safe_z in conservative proxy.
manual_review_limited_capacity,TASK-7B1-031,segment_duration_s=0.442,gripper_tcp_and_tube_proxy,"x[0.0,0.0] y[20.0,20.0] z[155.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
manual_review_limited_capacity,TASK-7B1-031,segment_duration_s=1.0,gripper_tcp_and_tube_proxy,"x[0.0,0.0] y[20.0,20.0] z[155.0,155.0]",rack/tube/enclosure/control_box conservative envelope,low,WARNING,Dwell/gripper state change has no broad sweep but target clearance is approximate.
manual_review_limited_capacity,TASK-7B1-031,segment_duration_s=0.442,gripper_tcp_and_tube_proxy,"x[0.0,0.0] y[20.0,20.0] z[155.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
manual_review_limited_capacity,TASK-7B1-031,segment_duration_s=1.144,gripper_tcp_and_tube_proxy,"x[0.0,330.0] y[20.0,35.0] z[190.0,190.0]",rack/tube/enclosure/control_box conservative envelope,low,PASS,XY sweep occurs at safe_z in conservative proxy.
manual_review_limited_capacity,TASK-7B1-031,segment_duration_s=0.608,gripper_tcp_and_tube_proxy,"x[330.0,330.0] y[35.0,35.0] z[135.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
manual_review_limited_capacity,TASK-7B1-031,segment_duration_s=0.5,gripper_tcp_and_tube_proxy,"x[330.0,330.0] y[35.0,35.0] z[135.0,135.0]",rack/tube/enclosure/control_box conservative envelope,low,WARNING,Dwell/gripper state change has no broad sweep but target clearance is approximate.
manual_review_limited_capacity,TASK-7B1-031,segment_duration_s=0.608,gripper_tcp_and_tube_proxy,"x[330.0,330.0] y[35.0,35.0] z[135.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
manual_review_limited_capacity,TASK-7B1-032,segment_duration_s=0.521,gripper_tcp_and_tube_proxy,"x[-60.0,0.0] y[-95.0,0.0] z[190.0,190.0]",rack/tube/enclosure/control_box conservative envelope,low,PASS,XY sweep occurs at safe_z in conservative proxy.
manual_review_limited_capacity,TASK-7B1-032,segment_duration_s=0.525,gripper_tcp_and_tube_proxy,"x[-60.0,-60.0] y[-95.0,-95.0] z[145.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
manual_review_limited_capacity,TASK-7B1-032,segment_duration_s=0.6,gripper_tcp_and_tube_proxy,"x[-60.0,-60.0] y[-95.0,-95.0] z[145.0,145.0]",rack/tube/enclosure/control_box conservative envelope,low,WARNING,Dwell/gripper state change has no broad sweep but target clearance is approximate.
manual_review_limited_capacity,TASK-7B1-032,segment_duration_s=0.525,gripper_tcp_and_tube_proxy,"x[-60.0,-60.0] y[-95.0,-95.0] z[145.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
manual_review_limited_capacity,TASK-7B1-032,segment_duration_s=0.571,gripper_tcp_and_tube_proxy,"x[-60.0,0.0] y[-95.0,20.0] z[190.0,190.0]",rack/tube/enclosure/control_box conservative envelope,low,PASS,XY sweep occurs at safe_z in conservative proxy.
manual_review_limited_capacity,TASK-7B1-032,segment_duration_s=0.442,gripper_tcp_and_tube_proxy,"x[0.0,0.0] y[20.0,20.0] z[155.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
manual_review_limited_capacity,TASK-7B1-032,segment_duration_s=1.0,gripper_tcp_and_tube_proxy,"x[0.0,0.0] y[20.0,20.0] z[155.0,155.0]",rack/tube/enclosure/control_box conservative envelope,low,WARNING,Dwell/gripper state change has no broad sweep but target clearance is approximate.
manual_review_limited_capacity,TASK-7B1-032,segment_duration_s=0.442,gripper_tcp_and_tube_proxy,"x[0.0,0.0] y[20.0,20.0] z[155.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
manual_review_limited_capacity,TASK-7B1-032,segment_duration_s=0.952,gripper_tcp_and_tube_proxy,"x[0.0,205.0] y[-145.0,20.0] z[190.0,190.0]",rack/tube/enclosure/control_box conservative envelope,low,PASS,XY sweep occurs at safe_z in conservative proxy.
manual_review_limited_capacity,TASK-7B1-032,segment_duration_s=0.608,gripper_tcp_and_tube_proxy,"x[205.0,205.0] y[-145.0,-145.0] z[135.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
manual_review_limited_capacity,TASK-7B1-032,segment_duration_s=0.5,gripper_tcp_and_tube_proxy,"x[205.0,205.0] y[-145.0,-145.0] z[135.0,135.0]",rack/tube/enclosure/control_box conservative envelope,low,WARNING,Dwell/gripper state change has no broad sweep but target clearance is approximate.
manual_review_limited_capacity,TASK-7B1-032,segment_duration_s=0.608,gripper_tcp_and_tube_proxy,"x[205.0,205.0] y[-145.0,-145.0] z[135.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
manual_review_limited_capacity,TASK-7B1-033,segment_duration_s=0.473,gripper_tcp_and_tube_proxy,"x[-10.0,0.0] y[-95.0,0.0] z[190.0,190.0]",rack/tube/enclosure/control_box conservative envelope,low,PASS,XY sweep occurs at safe_z in conservative proxy.
manual_review_limited_capacity,TASK-7B1-033,segment_duration_s=0.525,gripper_tcp_and_tube_proxy,"x[-10.0,-10.0] y[-95.0,-95.0] z[145.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
manual_review_limited_capacity,TASK-7B1-033,segment_duration_s=0.6,gripper_tcp_and_tube_proxy,"x[-10.0,-10.0] y[-95.0,-95.0] z[145.0,145.0]",rack/tube/enclosure/control_box conservative envelope,low,WARNING,Dwell/gripper state change has no broad sweep but target clearance is approximate.
manual_review_limited_capacity,TASK-7B1-033,segment_duration_s=0.525,gripper_tcp_and_tube_proxy,"x[-10.0,-10.0] y[-95.0,-95.0] z[145.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
manual_review_limited_capacity,TASK-7B1-033,segment_duration_s=0.53,gripper_tcp_and_tube_proxy,"x[-10.0,0.0] y[-95.0,20.0] z[190.0,190.0]",rack/tube/enclosure/control_box conservative envelope,low,PASS,XY sweep occurs at safe_z in conservative proxy.
manual_review_limited_capacity,TASK-7B1-033,segment_duration_s=0.442,gripper_tcp_and_tube_proxy,"x[0.0,0.0] y[20.0,20.0] z[155.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
manual_review_limited_capacity,TASK-7B1-033,segment_duration_s=1.0,gripper_tcp_and_tube_proxy,"x[0.0,0.0] y[20.0,20.0] z[155.0,155.0]",rack/tube/enclosure/control_box conservative envelope,low,WARNING,Dwell/gripper state change has no broad sweep but target clearance is approximate.
manual_review_limited_capacity,TASK-7B1-033,segment_duration_s=0.442,gripper_tcp_and_tube_proxy,"x[0.0,0.0] y[20.0,20.0] z[155.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
manual_review_limited_capacity,TASK-7B1-033,segment_duration_s=1.318,gripper_tcp_and_tube_proxy,"x[0.0,355.0] y[-145.0,20.0] z[190.0,190.0]",rack/tube/enclosure/control_box conservative envelope,low,PASS,XY sweep occurs at safe_z in conservative proxy.
manual_review_limited_capacity,TASK-7B1-033,segment_duration_s=0.608,gripper_tcp_and_tube_proxy,"x[355.0,355.0] y[-145.0,-145.0] z[135.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
manual_review_limited_capacity,TASK-7B1-033,segment_duration_s=0.5,gripper_tcp_and_tube_proxy,"x[355.0,355.0] y[-145.0,-145.0] z[135.0,135.0]",rack/tube/enclosure/control_box conservative envelope,low,WARNING,Dwell/gripper state change has no broad sweep but target clearance is approximate.
manual_review_limited_capacity,TASK-7B1-033,segment_duration_s=0.608,gripper_tcp_and_tube_proxy,"x[355.0,355.0] y[-145.0,-145.0] z[135.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
manual_review_limited_capacity,TASK-7B1-034,segment_duration_s=0.475,gripper_tcp_and_tube_proxy,"x[0.0,15.0] y[-95.0,0.0] z[190.0,190.0]",rack/tube/enclosure/control_box conservative envelope,low,PASS,XY sweep occurs at safe_z in conservative proxy.
manual_review_limited_capacity,TASK-7B1-034,segment_duration_s=0.525,gripper_tcp_and_tube_proxy,"x[15.0,15.0] y[-95.0,-95.0] z[145.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
manual_review_limited_capacity,TASK-7B1-034,segment_duration_s=0.6,gripper_tcp_and_tube_proxy,"x[15.0,15.0] y[-95.0,-95.0] z[145.0,145.0]",rack/tube/enclosure/control_box conservative envelope,low,WARNING,Dwell/gripper state change has no broad sweep but target clearance is approximate.
manual_review_limited_capacity,TASK-7B1-034,segment_duration_s=0.525,gripper_tcp_and_tube_proxy,"x[15.0,15.0] y[-95.0,-95.0] z[145.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
manual_review_limited_capacity,TASK-7B1-034,segment_duration_s=0.531,gripper_tcp_and_tube_proxy,"x[0.0,15.0] y[-95.0,20.0] z[190.0,190.0]",rack/tube/enclosure/control_box conservative envelope,low,PASS,XY sweep occurs at safe_z in conservative proxy.
manual_review_limited_capacity,TASK-7B1-034,segment_duration_s=0.442,gripper_tcp_and_tube_proxy,"x[0.0,0.0] y[20.0,20.0] z[155.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
manual_review_limited_capacity,TASK-7B1-034,segment_duration_s=1.0,gripper_tcp_and_tube_proxy,"x[0.0,0.0] y[20.0,20.0] z[155.0,155.0]",rack/tube/enclosure/control_box conservative envelope,low,WARNING,Dwell/gripper state change has no broad sweep but target clearance is approximate.
manual_review_limited_capacity,TASK-7B1-034,segment_duration_s=0.442,gripper_tcp_and_tube_proxy,"x[0.0,0.0] y[20.0,20.0] z[155.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
manual_review_limited_capacity,TASK-7B1-034,segment_duration_s=0.787,gripper_tcp_and_tube_proxy,"x[0.0,205.0] y[20.0,35.0] z[190.0,190.0]",rack/tube/enclosure/control_box conservative envelope,low,PASS,XY sweep occurs at safe_z in conservative proxy.
manual_review_limited_capacity,TASK-7B1-034,segment_duration_s=0.608,gripper_tcp_and_tube_proxy,"x[205.0,205.0] y[35.0,35.0] z[135.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
manual_review_limited_capacity,TASK-7B1-034,segment_duration_s=0.5,gripper_tcp_and_tube_proxy,"x[205.0,205.0] y[35.0,35.0] z[135.0,135.0]",rack/tube/enclosure/control_box conservative envelope,low,WARNING,Dwell/gripper state change has no broad sweep but target clearance is approximate.
manual_review_limited_capacity,TASK-7B1-034,segment_duration_s=0.608,gripper_tcp_and_tube_proxy,"x[205.0,205.0] y[35.0,35.0] z[135.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
manual_review_limited_capacity,TASK-7B1-035,segment_duration_s=0.886,gripper_tcp_and_tube_proxy,"x[-240.0,0.0] y[-10.0,0.0] z[190.0,190.0]",rack/tube/enclosure/control_box conservative envelope,low,PASS,XY sweep occurs at safe_z in conservative proxy.
manual_review_limited_capacity,TASK-7B1-035,segment_duration_s=0.525,gripper_tcp_and_tube_proxy,"x[-240.0,-240.0] y[-10.0,-10.0] z[145.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
manual_review_limited_capacity,TASK-7B1-035,segment_duration_s=0.6,gripper_tcp_and_tube_proxy,"x[-240.0,-240.0] y[-10.0,-10.0] z[145.0,145.0]",rack/tube/enclosure/control_box conservative envelope,low,WARNING,Dwell/gripper state change has no broad sweep but target clearance is approximate.
manual_review_limited_capacity,TASK-7B1-035,segment_duration_s=0.525,gripper_tcp_and_tube_proxy,"x[-240.0,-240.0] y[-10.0,-10.0] z[145.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
manual_review_limited_capacity,TASK-7B1-035,segment_duration_s=0.891,gripper_tcp_and_tube_proxy,"x[-240.0,0.0] y[-10.0,20.0] z[190.0,190.0]",rack/tube/enclosure/control_box conservative envelope,low,PASS,XY sweep occurs at safe_z in conservative proxy.
manual_review_limited_capacity,TASK-7B1-035,segment_duration_s=0.442,gripper_tcp_and_tube_proxy,"x[0.0,0.0] y[20.0,20.0] z[155.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
manual_review_limited_capacity,TASK-7B1-035,segment_duration_s=1.0,gripper_tcp_and_tube_proxy,"x[0.0,0.0] y[20.0,20.0] z[155.0,155.0]",rack/tube/enclosure/control_box conservative envelope,low,WARNING,Dwell/gripper state change has no broad sweep but target clearance is approximate.
manual_review_limited_capacity,TASK-7B1-035,segment_duration_s=0.442,gripper_tcp_and_tube_proxy,"x[0.0,0.0] y[20.0,20.0] z[155.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
manual_review_limited_capacity,TASK-7B1-035,segment_duration_s=1.215,gripper_tcp_and_tube_proxy,"x[0.0,355.0] y[20.0,35.0] z[190.0,190.0]",rack/tube/enclosure/control_box conservative envelope,low,PASS,XY sweep occurs at safe_z in conservative proxy.
manual_review_limited_capacity,TASK-7B1-035,segment_duration_s=0.608,gripper_tcp_and_tube_proxy,"x[355.0,355.0] y[35.0,35.0] z[135.0,190.0]",rack/tube/enclosure/control_box conservative envelope,medium,WARNING,Local vertical sweep is approximate and requires final CAD/Isaac Sim clearance.
